;Bezeichnung;Executed-Ist;Kostenart;Plan;Planentwurf;Produktbereich;Profitcenter;Sign;Year
925;Bereitstellung u. Betrieb v.Sportanlagen;-300126.09375;399207646;0.0;0.0;08 Sportförderung;152000801;minus;2010
926;Bereitstellung u. Betrieb v.Sportanlagen;5983757.0;-2051363148;0.0;0.0;08 Sportförderung;152000801;plus;2010
927;Sportförderung;-71970.640625;9467834;0.0;0.0;08 Sportförderung;152000802;minus;2010
928;Sportförderung;1587153.125;50562400;0.0;0.0;08 Sportförderung;152000802;plus;2010
929;Bereitstellung und Betrieb von Bädern;11332766.0;1546094732;0.0;0.0;08 Sportförderung;152000803;plus;2010
930;Bereitstellung und Betrieb von Bädern;-4035440.0;50819606;0.0;0.0;08 Sportförderung;152000803;minus;2010
931;PB07 Gesundheitsdienste;-265947.3125;-1575862038;0.0;0.0;07 Gesundheitsdienste;153000700;minus;2010
932;PB07 Gesundheitsdienste;265947.3125;-1575862038;0.0;0.0;07 Gesundheitsdienste;153000700;plus;2010
933;Gesundheitsförderung;-182738.125;17145603;0.0;0.0;07 Gesundheitsdienste;153000701;minus;2010
934;Gesundheitsförderung;2046573.75;-1343949256;0.0;0.0;07 Gesundheitsdienste;153000701;plus;2010
935;Gutachten und Stellungnahmen;1222066.125;-1451117784;0.0;0.0;07 Gesundheitsdienste;153000702;plus;2010
936;Gutachten und Stellungnahmen;-507950.90625;584221906;0.0;0.0;07 Gesundheitsdienste;153000702;minus;2010
937;Gesundheitshilfe;774618.75;-1545386388;0.0;0.0;07 Gesundheitsdienste;153000703;plus;2010
938;Gesundheitshilfe;-28023.4902344;201212409;0.0;0.0;07 Gesundheitsdienste;153000703;minus;2010
939;Gesundheitsschutz;-277232.25;678626109;0.0;0.0;07 Gesundheitsdienste;153000704;minus;2010
940;Gesundheitsschutz;1825319.5;-1540090856;0.0;0.0;07 Gesundheitsdienste;153000704;plus;2010
941;Stiftung Bernhard Oebeke;1169.86999512;1540800;0.0;0.0;17 Stiftungen;153001701;plus;2010
942;Stiftung Bernhard Oebeke;-1169.86999512;3257610;0.0;0.0;17 Stiftungen;153001701;minus;2010
943;Produktbereichsübergreifend;-49602.6796875;-194895993;0.0;0.0;00;156000000;minus;2010
944;Produktbereichsübergreifend;49602.6796875;-194895993;0.0;0.0;00;156000000;plus;2010
945;Lebensmittelüberw./Veterinärd.;1359761.625;-1644569591;0.0;0.0;02 Sicherheit und Ordnung;156000208;plus;2010
946;Lebensmittelüberw./Veterinärd.;-137695.15625;204716359;0.0;0.0;02 Sicherheit und Ordnung;156000208;minus;2010
947;Lebensmitteluntersuchung (LOLA);-978101.9375;4658540;0.0;0.0;02 Sicherheit und Ordnung;156000209;minus;2010
948;Lebensmitteluntersuchung (LOLA);1308546.75;-819530737;0.0;0.0;02 Sicherheit und Ordnung;156000209;plus;2010
949;Natur und Landschaft;-41350.5390625;18680763;0.0;0.0;13 Natur- und Landschaftspflege;156001307;minus;2010
950;Natur und Landschaft;616399.8125;-120569390;0.0;0.0;13 Natur- und Landschaftspflege;156001307;plus;2010
951;Umweltschutz;2788495.5;-1242114948;0.0;0.0;14 Umweltschutz;156001401;plus;2010
952;Umweltschutz;-328055.40625;-1452998986;0.0;0.0;14 Umweltschutz;156001401;minus;2010
953;Immissionsschutzverfahren;-201041.078125;481180169;0.0;0.0;14 Umweltschutz;156001402;minus;2010
954;Immissionsschutzverfahren;374958.34375;2127834807;0.0;0.0;14 Umweltschutz;156001402;plus;2010
955;Produktbereichsübergreifend;-169610.0625;1215104352;0.0;0.0;00;161000000;minus;2010
956;Produktbereichsübergreifend;93113.0078125;87104172;0.0;0.0;00;161000000;plus;2010
957;Statistik;-35756.8984375;5343543;0.0;0.0;02 Sicherheit und Ordnung;161000215;minus;2010
958;Statistik;303311.75;1925988737;0.0;0.0;02 Sicherheit und Ordnung;161000215;plus;2010
959;Stadt- und Raumplanung;-243259.265625;12797463;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;minus;2010
960;Stadt- und Raumplanung;2096995.625;-2146302789;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000901;plus;2010
961;Maßnahmen des bes. Städtebaurechts;-1356561.5;12658123;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;minus;2010
962;Maßnahmen des bes. Städtebaurechts;2315697.0;2045969744;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;161000902;plus;2010
963;Denkmalschutz und Denkmalpflege;-224435.125;6186730;0.0;0.0;10 Bauen und Wohnen;161001003;minus;2010
964;Denkmalschutz und Denkmalpflege;605173.8125;2113366600;0.0;0.0;10 Bauen und Wohnen;161001003;plus;2010
965;Verkehrsplanung;5494668.0;1487883871;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;plus;2010
966;Verkehrsplanung;-3653460.25;11838250;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;161001207;minus;2010
967;PB09 Räuml.Planung,Entw.,Geoinformation;84788.9765625;-1763862445;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;plus;2010
968;PB09 Räuml.Planung,Entw.,Geoinformation;-239295.234375;-635862265;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000900;minus;2010
969;Ortsbaurecht;-138773.109375;289578146;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;minus;2010
970;Ortsbaurecht;1870526.125;-1800085131;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000906;plus;2010
971;Liegenschaftskataster, Geodaten;4921532.0;-437407844;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;plus;2010
972;Liegenschaftskataster, Geodaten;-1039540.4375;964653980;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000907;minus;2010
973;Grundstücksneuordnung;1069918.875;-2081465730;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;plus;2010
974;Grundstücksneuordnung;-117973.359375;383059462;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000908;minus;2010
975;Grundstückswertermittlung;1519846.375;-1975019094;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;plus;2010
976;Grundstückswertermittlung;-246577.515625;384904278;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;162000909;minus;2010
977;Produktbereichsübergreifend;38942.4804688;2126069128;0.0;0.0;00;163000000;plus;2010
978;Produktbereichsübergreifend;-100002.367188;-1040897988;0.0;0.0;00;163000000;minus;2010
979;Finanzierung von Erschließungsmaßnahmen;-243653.34375;14081930;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;minus;2010
980;Finanzierung von Erschließungsmaßnahmen;1672936.0;1359214779;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;163000904;plus;2010
981;Maßnahmen der Bauaufsicht;3977622.5;1649298493;0.0;0.0;10 Bauen und Wohnen;163001001;plus;2010
982;Maßnahmen der Bauaufsicht;-2708247.5;109229896;0.0;0.0;10 Bauen und Wohnen;163001001;minus;2010
983;Produktbereichsübergreifend;627122.6875;-1951862941;0.0;0.0;00;166000000;plus;2010
984;Produktbereichsübergreifend;-778575.3125;-823862761;0.0;0.0;00;166000000;minus;2010
985;Bauhof, Servicebereich und Brunnen;1072284.5;-1137751513;0.0;0.0;01 Innere Verwaltung;166000112;plus;2010
986;Bauhof, Servicebereich und Brunnen;-340080.0;1530423212;0.0;0.0;01 Innere Verwaltung;166000112;minus;2010
987;Entwässerung und Abwasserbeseitigung;-87839096.0;439921575;0.0;0.0;11 Ver- und Entsorgung;166001103;minus;2010
988;Entwässerung und Abwasserbeseitigung;57764988.0;113768753;0.0;0.0;11 Ver- und Entsorgung;166001103;plus;2010
989;Gemeindestraßen;59855348.0;127140975;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001201;plus;2010
990;Gemeindestraßen;-16930642.0;176402315;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001201;minus;2010
991;Kreisstraßen;2348254.0;87661944;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001202;plus;2010
992;Kreisstraßen;-713643.3125;55939282;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001202;minus;2010
993;Landesstraßen;3063618.5;88331498;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001203;plus;2010
994;Landesstraßen;-983014.75;54133649;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001203;minus;2010
995;Bundesstraßen;13567964.0;107590219;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001204;plus;2010
996;Bundesstraßen;-4196076.0;69189936;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001204;minus;2010
997;Parkeinrichtungen;88827.7265625;-2110683841;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001205;plus;2010
998;Parkeinrichtungen;-1891418.75;21839033;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001205;minus;2010
999;ÖPNV;-228993.890625;15328494;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001206;minus;2010
1000;ÖPNV;2682215.5;-1945755251;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;166001206;plus;2010
1001;Hochwasserschutz und Gewässer;-328527.90625;25935076;0.0;0.0;13 Natur- und Landschaftspflege;166001308;minus;2010
1002;Hochwasserschutz und Gewässer;3240302.25;1720297423;0.0;0.0;13 Natur- und Landschaftspflege;166001308;plus;2010
1003;PB13 Natur- und Landschaftspflege;727623.375;-570896258;0.0;0.0;13 Natur- und Landschaftspflege;168001300;plus;2010
1004;PB13 Natur- und Landschaftspflege;-746887.75;557103922;0.0;0.0;13 Natur- und Landschaftspflege;168001300;minus;2010
1005;Öffentliches Grün;-5331894.0;969832069;0.0;0.0;13 Natur- und Landschaftspflege;168001301;minus;2010
1006;Öffentliches Grün;17004220.0;-971840230;0.0;0.0;13 Natur- und Landschaftspflege;168001301;plus;2010
1007;Forstwirtschaft;-247565.59375;37602931;0.0;0.0;13 Natur- und Landschaftspflege;168001302;minus;2010
1008;Forstwirtschaft;1406822.5;-1216243114;0.0;0.0;13 Natur- und Landschaftspflege;168001302;plus;2010
1009;Friedhöfe;-9532854.0;148519113;0.0;0.0;13 Natur- und Landschaftspflege;168001303;minus;2010
1010;Friedhöfe;9331573.0;-1289047273;0.0;0.0;13 Natur- und Landschaftspflege;168001303;plus;2010
1011;Stiftung Fritz Kirstein;-8022.28955078;3254210;0.0;0.0;17 Stiftungen;168001719;minus;2010
1012;Stiftung Fritz Kirstein;8022.29003906;1009100;0.0;0.0;17 Stiftungen;168001719;plus;2010
1013;Produktbereichsübergreifend;-281172.9375;-1199862983;0.0;0.0;00;170000000;minus;2010
1014;Produktbereichsübergreifend;233232.859375;1967104133;0.0;0.0;00;170000000;plus;2010
1015;Kfz- und Gerätemanagement;-7083259.0;-781788159;0.0;0.0;01 Innere Verwaltung;170000111;minus;2010
1016;Kfz- und Gerätemanagement;7247055.0;-759786950;0.0;0.0;01 Innere Verwaltung;170000111;plus;2010
1017;Abfallwirtschaft;-43992332.0;-1995453997;0.0;0.0;11 Ver- und Entsorgung;170001102;minus;2010
1018;Abfallwirtschaft;42390320.0;-294507321;0.0;0.0;11 Ver- und Entsorgung;170001102;plus;2010
1019;Dienstleistungen für DSD;1427286.25;-1554542852;0.0;0.0;11 Ver- und Entsorgung;170001104;plus;2010
1020;Dienstleistungen für DSD;-1128722.125;7268729;0.0;0.0;11 Ver- und Entsorgung;170001104;minus;2010
1021;Straßenreinigung und Winterdienst;10340189.0;-506482812;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;170001208;plus;2010
1022;Straßenreinigung und Winterdienst;-8646755.0;1716729258;0.0;0.0;12 Verkehrsflächen und -anlagen, ÖPNV;170001208;minus;2010
1023;Koordination Integration;803293.5625;-1498932342;0.0;0.0;01 Innere Verwaltung;190000104;plus;2010
1024;Koordination Integration;-20651.2597656;8328193;0.0;0.0;01 Innere Verwaltung;190000104;minus;2010
1025;Veranstaltungskoordination;423608.25;-894752490;0.0;0.0;15 Wirtschaft und Tourismus;190001504;plus;2010
1026;Veranstaltungskoordination;-46578.3789062;2291843;0.0;0.0;15 Wirtschaft und Tourismus;190001504;minus;2010
1027;Konferenzzentrum/Beethovenhalle;9219542.0;311119287;0.0;0.0;15 Wirtschaft und Tourismus;190001507;plus;2010
1028;Konferenzzentrum/Beethovenhalle;-2605588.5;13189311;0.0;0.0;15 Wirtschaft und Tourismus;190001507;minus;2010
1029;Wissenschaft;-31139.5;3334030;0.0;0.0;04 Kultur und Wissenschaft;190400412;minus;2010
1030;Wissenschaft;311013.21875;618587560;0.0;0.0;04 Kultur und Wissenschaft;190400412;plus;2010
1031;Koordination Stadtentwicklung;255498.296875;-436352877;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;190600903;plus;2010
1032;Koordination Stadtentwicklung;-22785.9609375;6869050;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;190600903;minus;2010
1033;Produktbereichsübergreifend;242434.515625;14475855;0.0;0.0;00;100000000;plus;2011
1034;Produktbereichsübergreifend;-242434.515625;14521955;0.0;0.0;00;100000000;minus;2011
1035;PB01 Innere Verwaltung;-1395285.625;286024333;0.0;0.0;01 Innere Verwaltung;100000100;minus;2011
1036;PB01 Innere Verwaltung;1395285.625;294577933;0.0;0.0;01 Innere Verwaltung;100000100;plus;2011
1037;Int. Profil und Zielgruppenservice;3893470.25;1799719135;0.0;0.0;01 Innere Verwaltung;101000102;plus;2011
1038;Int. Profil und Zielgruppenservice;-2123408.0;292391159;0.0;0.0;01 Innere Verwaltung;101000102;minus;2011
1039;Verwaltungsführung;5686239.5;-821821056;0.0;0.0;01 Innere Verwaltung;102000103;plus;2011
1040;Verwaltungsführung;-1372698.625;906866562;0.0;0.0;01 Innere Verwaltung;102000103;minus;2011
1041;PB15 Wirtschaft und Tourismus;178217.015625;651104683;0.0;0.0;15 Wirtschaft und Tourismus;103001500;plus;2011
1042;PB15 Wirtschaft und Tourismus;-178217.015625;651104683;0.0;0.0;15 Wirtschaft und Tourismus;103001500;minus;2011
1043;Wirtschaftsförderung;-1229163.625;109099953;0.0;0.0;15 Wirtschaft und Tourismus;103001501;minus;2011
1044;Wirtschaftsförderung;3155666.0;1525500225;0.0;0.0;15 Wirtschaft und Tourismus;103001501;plus;2011
1045;Tourismus;-367055.65625;23228610;0.0;0.0;15 Wirtschaft und Tourismus;103001502;minus;2011
1046;Tourismus;2286071.25;2013061013;0.0;0.0;15 Wirtschaft und Tourismus;103001502;plus;2011
1047;Beethovenhalle (BgA);1596.0;571141;0.0;0.0;15 Wirtschaft und Tourismus;103001503;plus;2011
1048;Gleichstellung von Frau und Mann;-203335.765625;-1753662066;0.0;0.0;01 Innere Verwaltung;104000105;minus;2011
1049;Gleichstellung von Frau und Mann;234656.234375;587081531;0.0;0.0;01 Innere Verwaltung;104000105;plus;2011
1050;PB01 Innere Verwaltung;-85479.9765625;154590046;0.0;0.0;01 Innere Verwaltung;110000100;minus;2011
1051;PB01 Innere Verwaltung;81058.46875;-594890324;0.0;0.0;01 Innere Verwaltung;110000100;plus;2011
1052;Politische Gremien;7050573.0;-972226971;0.0;0.0;01 Innere Verwaltung;110000101;plus;2011
1053;Politische Gremien;-33951.0507812;189921652;0.0;0.0;01 Innere Verwaltung;110000101;minus;2011
1054;Beschäftigtenvertretung;290039.6875;-698211210;0.0;0.0;01 Innere Verwaltung;110000106;plus;2011
1055;Beschäftigtenvertretung;-258812.796875;756186352;0.0;0.0;01 Innere Verwaltung;110000106;minus;2011
1056;Zentrale Dienste;-3313928.75;-850742884;0.0;0.0;01 Innere Verwaltung;110000109;minus;2011
1057;Zentrale Dienste;7791427.0;1811603077;0.0;0.0;01 Innere Verwaltung;110000109;plus;2011
1058;Personalmanagement;-14542997.0;-1647085566;0.0;0.0;01 Innere Verwaltung;110000117;minus;2011
1059;Personalmanagement;15315999.0;541802911;0.0;0.0;01 Innere Verwaltung;110000117;plus;2011
1060;Verwaltungsorganisation u IT-Anwendungen;3712233.5;42614772;0.0;0.0;01 Innere Verwaltung;110000124;plus;2011
1061;Verwaltungsorganisation u IT-Anwendungen;-512999.9375;1983381144;0.0;0.0;01 Innere Verwaltung;110000124;minus;2011
1062;Verwaltungsorganisation;519834.1875;-1369215714;0.0;0.0;01 Innere Verwaltung;110000125;plus;2011
1063;Verwaltungsorganisation;-191587.4375;943861036;0.0;0.0;01 Innere Verwaltung;110000125;minus;2011
1064;IT-Betrieb;-1437787.75;957507331;0.0;0.0;01 Innere Verwaltung;110200126;minus;2011
1065;IT-Betrieb;6231459.0;-979152232;0.0;0.0;01 Innere Verwaltung;110200126;plus;2011
1066;Bezirksverwaltungsstelle Bonn;-311083.59375;1227517535;0.0;0.0;01 Innere Verwaltung;110660130;minus;2011
1067;Bezirksverwaltungsstelle Bonn;771739.5;-392841559;0.0;0.0;01 Innere Verwaltung;110660130;plus;2011
1068;Bezirksverwaltungsstelle Bad Godesberg;828675.5;1980791551;0.0;0.0;01 Innere Verwaltung;110770131;plus;2011
1069;Bezirksverwaltungsstelle Bad Godesberg;-299599.53125;1426804711;0.0;0.0;01 Innere Verwaltung;110770131;minus;2011
1070;Bezirksverwaltungsstelle Beuel;843649.8125;927491818;0.0;0.0;01 Innere Verwaltung;110880132;plus;2011
1071;Bezirksverwaltungsstelle Beuel;-317898.40625;1243981045;0.0;0.0;01 Innere Verwaltung;110880132;minus;2011
1072;Bezirksverwaltungsstelle Hardtberg;747137.6875;1683044069;0.0;0.0;01 Innere Verwaltung;110990133;plus;2011
1073;Bezirksverwaltungsstelle Hardtberg;-306046.0625;1329007068;0.0;0.0;01 Innere Verwaltung;110990133;minus;2011
1074;Beschäftigtenvertretung;-677974.9375;1694379957;0.0;0.0;01 Innere Verwaltung;111000115;minus;2011
1075;Beschäftigtenvertretung;763735.5625;-2146651477;0.0;0.0;01 Innere Verwaltung;111000115;plus;2011
1076;Personalmanagement;-37997236.0;1290550782;0.0;0.0;01 Innere Verwaltung;111000116;minus;2011
1077;Personalmanagement;40118884.0;813334572;0.0;0.0;01 Innere Verwaltung;111000116;plus;2011
1078;Presse- und Öffentlichkeitsarbeit;-938682.375;1703571040;0.0;0.0;01 Innere Verwaltung;113000114;minus;2011
1079;Presse- und Öffentlichkeitsarbeit;2664646.75;1820370346;0.0;0.0;01 Innere Verwaltung;113000114;plus;2011
1080;Rechnungsprüfung;-2512229.75;-716052123;0.0;0.0;01 Innere Verwaltung;114000107;minus;2011
1081;Rechnungsprüfung;2478475.25;-227245543;0.0;0.0;01 Innere Verwaltung;114000107;plus;2011
1082;Finanzmanagement;-2983863.5;601882712;0.0;0.0;01 Innere Verwaltung;120000120;minus;2011
1083;Finanzmanagement;4159126.0;169458415;0.0;0.0;01 Innere Verwaltung;120000120;plus;2011
1084;Kongresszentrum;10404.0;441100;0.0;0.0;15 Wirtschaft und Tourismus;120001505;plus;2011
1085;Kongresszentrum;-192081.484375;1413900;0.0;0.0;15 Wirtschaft und Tourismus;120001505;minus;2011
1086;Allgemeine Zuweisungen/Umlagen/Abgaben;71739144.0;388739832;0.0;0.0;16 Allgemeine Finanzwirtschaft;120001605;plus;2011
1087;Allgemeine Zuweisungen/Umlagen/Abgaben;-143424224.0;11580000;0.0;0.0;16 Allgemeine Finanzwirtschaft;120001605;minus;2011
1088;Gebäudemanagement (SGB);118825760.0;1323488541;0.0;0.0;01 Innere Verwaltung;120100129;plus;2011
1089;Gebäudemanagement (SGB);-59592484.0;5779312;0.0;0.0;01 Innere Verwaltung;120100129;minus;2011
1090;Kreditwirtschaft;-27159024.0;1137125996;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;minus;2011
1091;Kreditwirtschaft;27018028.0;113279943;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101601;plus;2011
1092;Anlage von Finanzmitteln;-8183001.5;6460900;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101602;minus;2011
1093;Liquiditätsmanagement;7599762.5;14894400;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;plus;2011
1094;Liquiditätsmanagement;-6521982.5;1227080329;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101603;minus;2011
1095;Forderungsverwaltung;503632.6875;2227310;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;plus;2011
1096;Forderungsverwaltung;-57497.3789062;5994510;0.0;0.0;16 Allgemeine Finanzwirtschaft;120101604;minus;2011
1097;Wohnraumversorgung durch Unternehmen;-419694.4375;465100;0.0;0.0;10 Bauen und Wohnen;120201006;minus;2011
1098;Anteile an Unternehmen;-260245.390625;1391700;0.0;0.0;15 Wirtschaft und Tourismus;120201510;minus;2011
1099;Anteile an Unternehmen;25142.5195312;531500;0.0;0.0;15 Wirtschaft und Tourismus;120201510;plus;2011
1100;PB01 Innere Verwaltung;28383.140625;-2074896507;0.0;0.0;01 Innere Verwaltung;121000100;plus;2011
1101;PB01 Innere Verwaltung;-28383.140625;-2074896507;0.0;0.0;01 Innere Verwaltung;121000100;minus;2011
1102;Finanzbuchhaltung;-5973766.5;-1636680452;0.0;0.0;01 Innere Verwaltung;121000121;minus;2011
1103;Finanzbuchhaltung;5677185.5;-2141436509;0.0;0.0;01 Innere Verwaltung;121000121;plus;2011
1104;Verw. von Steuern und Benutzungsgebühren;-1660178.875;-1826455388;0.0;0.0;01 Innere Verwaltung;121000122;minus;2011
1105;Verw. von Steuern und Benutzungsgebühren;3479226.25;255782589;0.0;0.0;01 Innere Verwaltung;121000122;plus;2011
1106;Steuern;-634499968.0;37969921;0.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;minus;2011
1107;Steuern;138538256.0;25407150;0.0;0.0;16 Allgemeine Finanzwirtschaft;121201606;plus;2011
1108;Produktbereichsübergreifend;-18049.6503906;-816965742;0.0;0.0;00;123000000;minus;2011
1109;Produktbereichsübergreifend;8541.04980469;-1098965787;0.0;0.0;00;123000000;plus;2011
1110;Zentrale Vergabedienstleistungen;-226557.0;282448695;0.0;0.0;01 Innere Verwaltung;123000110;minus;2011
1111;Zentrale Vergabedienstleistungen;133351.65625;-336835017;0.0;0.0;01 Innere Verwaltung;123000110;plus;2011
1112;Liegenschaftsmanagement;-13488645.0;1086372156;0.0;0.0;01 Innere Verwaltung;123000128;minus;2011
1113;Liegenschaftsmanagement;13111505.0;1275986607;0.0;0.0;01 Innere Verwaltung;123000128;plus;2011
1114;Straßenrecht und Wettbewerbe;28069.7695312;-336835125;0.0;0.0;09 Räumliche Planung und Entwicklung, Geoinfo;123000905;plus;2011
